prediction	target	average probability	entropy	dist
꼬 는 데	<UNK> 아 와	0.03703656593958537	0.9843622446060181	7
반 배 하 겠 어 요	배 반 하 시 겠 어 요	0.06686836058894793	0.5623191595077515	4
답 답 하 세 요	답 하 세 요	0.19548438549041747	0.35301509499549866	2
뜻 했 다	<UNK> 쌌 다	0.04410096804300944	1.2234586477279663	6
사 하 겠 습 니 다	인 사 하 시 겠 습 니 다	0.011579597989718119	0.7333986759185791	4
전 하 세 요	전 시 해 요	0.10597537942230702	0.7687715888023376	2
습 니 다	<UNK> <UNK> 이 치 셨 다 - i <UNK> h i s y e o t d a	0.03785077730814616	0.989099383354187	44
본	돌 <UNK> 서	0.15777065753936767	1.1690032482147217	9
건 설 하 시 라	건 설 해 라	0.06101105630397797	0.8679535388946533	3
내 줬 습 니 까	내 밉 니 까	0.08965939164161682	0.6834008693695068	3
눈 치 채	눈 치 채 는	0.2947210192680359	0.5792213678359985	2
서 툴 시 는 데	서 투 시 더 니	0.11901090621948242	0.6718334555625916	3
읽 으 습 니 까	읽 습 니 까	0.0909597945213318	0.7347891926765442	2
알 려 야	아 시 면	0.25280584891637164	0.7381935715675354	3
조 마 하 시 느 냐	조 마 조 마 하 시 냐	0.07444728016853333	0.5410035252571106	5
흐 리 심	흐 리 셔 야	0.18984803855419158	0.7651118040084839	3
끈 적 하 느 냐	끈 적 끈 적 하 냐	0.15148214161396026	0.49457064270973206	4
낳 아 야	<UNK> 으 시 면	0.08339583079020182	1.241567611694336	9
본	<UNK> 아	0.13486886024475098	2.0178380012512207	7
건 축 하 심	건 축 하 기	0.08134882505983114	0.6564469337463379	1
본	<UNK> 아 보 기	0.1799387216567993	1.0389739274978638	11
활 용 해	활 용 해	0.2841796398162842	0.5517489314079285	0
생 활 하 였 기	생 활 하 기	0.10216701745986939	0.6406975388526917	2
덧 대 어 요	덧 대 어 요	0.060525305941700934	0.8593569397926331	0
꼬 는 데	가 니	0.035083154837290444	1.231783151626587	4
거 부 되 셔 요	거 부 되 셔 요	0.1433703851699829	0.5292959809303284	0
나 면	나 대	0.04622708559036255	1.1282577514648438	1
떼 세 요	떼 어 내 셔 요	0.2755155841509501	0.618187427520752	5
습 니 까	<UNK> 았 습 니 까	0.03712923526763916	0.9712552428245544	8
용 합 니 다	인 용 합 시 다	0.02379574403166771	0.993607759475708	3
상 관 하 심	상 관 하 시 는 데	0.0784911559894681	0.6354808211326599	5
주 리 어 요	주 려 요	0.24850209057331085	0.36059075593948364	3
이 롭 으 심	이 롭 으 심	0.1674826204776764	0.6402312517166138	0
달 하 라	달 하 여 라	0.11132755676905313	0.8689848184585571	2
겉 핥 으 심	겉 핥 기	0.17946521937847137	0.7044510245323181	3
호 전 하 셨 다	호 전 하 셨 다	0.18186450958251954	0.39903774857521057	0
갈 음 하 세 요	갈 음 하 셔 요	0.19754674196243285	0.3404642939567566	1
답 답 하 셔	답 답 하 시 겠 어	0.11011850684881211	0.5426515340805054	5
쏘 아	쏘 신	0.04622145891189575	1.3048568964004517	1
반 이 심	반 <UNK> 이 기	0.10245611568291982	1.09744131565094	7
겹 칩 시 겠 어	역 겨 우 시 겠 어	0.03882923722267151	0.8947619795799255	4
바 꾸 하 시 면	바 <UNK> 직 하 시 면	0.033875070214271545	0.8202052116394043	7
흡 겠 어 요	<UNK> 겠 어 요	0.030949926376342772	1.0855202674865723	5
계 시 는 데	계 시 는 데	0.07003946006298065	0.9819542765617371	0
의 탁 해 요	의 탁 하 자	0.11755267828702927	0.7419981956481934	2
평 가 해 요	평 가 해 요	0.2054658830165863	0.47446006536483765	0
차 려 야	차 리 셔 야	0.33043442567189535	0.38573935627937317	3
남 겨 지 어 요	남 겨 지 어 요	0.09249335050582885	0.6811768412590027	0
그 러 뜨 리 심	누 그 러 뜨 리 시 면	0.03995233535766601	0.7684809565544128	5
구 매 되 겠 습 니 다	구 매 되 시 겠 습 니 다	0.10035359859466553	0.4399605095386505	2
훌 륭 한 데	인 증 해	0.032134509086608885	0.9839881062507629	5
바 꾸 하 였 기	바 <UNK> 직 하 셨 음	0.056371492147445676	0.7833018898963928	9
고 통 스 럽 겠 어	고 통 스 럽 으 시 겠 어	0.05138397632787625	0.5399026274681091	4
가 파 르 셨 다	가 파 르 셨 다	0.09291899681091309	0.7246514558792114	0
우 습 니 까	우 스 우 셨 음	0.13723101168870927	0.7931635975837708	5
잡 히 셨 습 니 다	잡 히 <UNK> 니 다	0.06241688628991445	0.7577988505363464	5
통 구 하 시 는	구 하 시 니 까	0.019987800121307374	0.8891137838363647	5
결 해 되 셔	해 결 되 셔	0.22980489432811738	0.48287004232406616	2
깨 뭅 니 까	깨 뜨 립 니 까	0.09397916942834854	0.6697331666946411	3
부 러 하 지 만	부 끄 러 워 하 니 까	0.023494422435760498	0.8077328205108643	6
검 소 했 어 요	검 소 했 어 요	0.1805922269821167	0.41246092319488525	0
집 었 기	집 으 셨 기	0.07863120436668396	1.1049671173095703	3
결 핍 합 니 까	결 핍 합 니 까	0.16295753717422484	0.4454861879348755	0
감 시 해 요	감 시 해 요	0.24609341323375702	0.37329575419425964	0
게 양 돼 야	괜 게 채 <UNK> 으 셔 야 - g e <UNK> h a e i e u s y e o y a	0.16438347846269608	0.7346789836883545	48
되 사 습 니 까	되 <UNK> 니 까	0.13009228587150573	0.6293085813522339	5
드 러 나	드 러 나	0.15103080247839293	0.8673943281173706	0
시 험 합 시 오	시 험 합 시 다	0.08043011665344238	0.729799211025238	1
본	<UNK> 셨 음	0.09044046401977539	1.52847421169281	9
지 랄 하 셨 습 니 다	지 랄 하 <UNK> 니 다	0.05832000630242484	0.6008815765380859	5
들 어 갈	들 어 오 신	0.06667752265930176	0.9619327187538147	3
돌 아 서 시 는 데	돌 아 서 셔 서	0.04501030296087265	0.8199062943458557	4
좋 아 지 만	쏟 아 지 니 까	0.02793722487986088	1.090427279472351	4
간 추 리 셔	간 추 리 셔	0.23727284967899323	0.4158654510974884	0
간 악 하 시 는 데	간 악 하 시 더 니	0.09355145022273063	0.5714747905731201	2
인	택 하 는	0.2055669903755188	1.8898193836212158	5
습 니 까	<UNK> 으 셨 어 요	0.03292037844657898	1.1229764223098755	11
허 하 시 고	허 무 시 고	0.1068341476842761	0.9110810160636902	1
입 하 세 요	기 입 하 셔 요	0.04661193676292896	0.7806559205055237	3
구 셨 습 니 까	구 <UNK> 니 까	0.12851180672645568	0.6362201571464539	5
지 적 되 시 는 데	지 적 되 시 는 데	0.10027869989474615	0.5536031126976013	0
게 시 되 어 요	게 시 돼 요	0.11576215248554945	0.5974864959716797	3
뛰 어 야	뛰 어 나 시 니 까	0.1012861688931783	0.9298219680786133	7
흡 오 하 라	<UNK> 오 하 여 라	0.019040554761886597	1.0991995334625244	7
이 뤄 지 시 는	이 뤄 지 셔 서	0.03647918403148651	0.7684380412101746	2
섞 을	섞 으 실	0.12883199006319046	1.24369215965271	3
굶 주 리 어	굶 주 려	0.24554476737976075	0.3763493597507477	3
꼬 는 데	매 <UNK> 하 니	0.04110532601674398	1.0463535785675049	9
시 들 겠 어 요	시 들 겠 어 요	0.11647348180413246	0.5763869881629944	0
흡 동 하 더 니	행 동 하 여 서	0.018118438720703126	0.9803102612495422	3
갹 출 하 겠 어 요	갹 출 하 시 겠 어 요	0.0948005098849535	0.46511179208755493	2
가 산 하 셨 습 니 까	가 산 하 <UNK> 니 까	0.06444314760821206	0.571168065071106	5
협 박 하 심	협 박 하 기	0.191793055832386	0.5079920887947083	1
등 락 하 겠 습 니 다	등 록 하 시 겠 습 니 다	0.07187952143805368	0.5025640726089478	3
꼬 는 데	알 아 서	0.06047517458597819	1.1653993129730225	3
두 려 워 하 시 다	두 려 워 하 신 다	0.165836904446284	0.3067399263381958	1
본	<UNK> 음	0.11087112426757813	1.618621587753296	7
발 휘 했 어 요	발 휘 하 셨 어 요	0.133164005279541	0.6143921613693237	3
훌 륭 한 데	울 창 하 셔 서	0.022429871559143066	0.9542778730392456	6
훑 어 요	훑 겠 어 요	0.26852264006932575	0.5176710486412048	2
불 거 지 시 는 데	불 거 지 시 지 만	0.10162524407108625	0.558459997177124	2
관 한	관 련 하 는	0.15929473862051963	1.1107866764068604	5
그 을	그 을 어	0.07817147774621844	1.0246526002883911	2
저 애 해 요	저 애 해 요	0.24051713645458223	0.4099610447883606	0
헤 어 지 시 기	헤 어 지 셔 야	0.03587214231491089	0.7632349729537964	2
국 려 하 지 만	화 려 하 니	0.020748026371002197	0.948501467704773	4
막 히 겠 어 요	막 히 겠 어 요	0.19891704559326173	0.3324386477470398	0
비 슷 하 시 면	<UNK> 비 슷 하 셔 야	0.02312982879579067	0.9162839651107788	8
단 단 하 시 는 데	단 단 하 신 데	0.09587076852718988	0.5756339430809021	3
꼬 는 데	살 피 시 니	0.03431272109349569	1.07965886592865	5
달 했 어 요	달 했 어 요	0.15989201813936232	0.6374250650405884	0
날 라	<UNK> 지 르 자	0.08931677700020373	1.2026455402374268	10
겹 지 었 음	지 겨 움	0.08846836909651756	0.9669988751411438	4
뜻 한 데	다 하 니	0.036770888169606525	1.0776008367538452	3
만 하 시 고	만 하 시 고	0.05554193183779717	0.7521883249282837	0
통 절 하 시 는	적 절 하 시 니	0.0166323184967041	0.9537597298622131	2
입 을	입 <UNK> 하 실	0.08628901690244675	1.2450356483459473	9
날 라 요	<UNK> 히 세 요	0.04371647437413533	1.1567184925079346	8
간 질 여 요	간 질 였 어 요	0.19487520158290864	0.5182807445526123	3
응 징 하 셨 다	응 하 셨 다	0.18418293952941894	0.3926999270915985	2
씁 쓸 하 셨 습 니 다	씁 쓸 하 <UNK> 니 다	0.047750081547669	0.6477907299995422	5
변 이 하 는 데	변 이 하 니	0.017975261211395265	0.9539250135421753	3
결 혼 하 시 는 데	결 혼 하 셔 서	0.11092000603675842	0.5317701697349548	4
갈 라 지 어	갈 라 져	0.214705590903759	0.5404973030090332	3
추 었 음	<UNK>	0.15320369005203247	1.0382370948791504	5
본	<UNK> 서 는	0.29151065945625304	1.9377042055130005	9
만 들 어 지 시 다	만 들 어 지 신 다	0.16078590949376423	0.34447813034057617	1
개 발 했 어 요	개 발 하 셨 어 요	0.16943490266799927	0.4634120464324951	3
떠 올 바 르 지 만	떠 오 르 니 까	0.0476840689778328	0.8128861784934998	5
제 놓 으 세 요	제 쳐 놓 으 세 요	0.1404298710823059	0.5812927484512329	2
떠 려 요	<UNK> 려 해 요	0.03214681148529053	1.2537559270858765	7
착 잡 했 어	착 잡 했 어	0.24638881385326386	0.3731887936592102	0
괴	괴 는	0.9732453346252441	0.1569528430700302	2
잘 해 요	잘 해 요	0.06810180942217509	0.8847152590751648	0
급 했 어 요	언 급 하 셨 어 요 - g e u p h a s y e o s s e o y o	0.07704408764839173	0.7996029853820801	39
챙 피 했 어 요	피 했 어 요	0.10690781019628048	0.6560394167900085	2
반 항 해	반 항 해	0.2771605650583903	0.5550158023834229	0
굶 으 더 니	굶 으 니	0.08037127479910851	0.826006293296814	2
국 용 하 지 만	용 맹 해	0.017685887813568116	0.9895987510681152	6
트 트 하 시 고	트 시 고	0.036315296813845634	0.946024477481842	4
고 집 스 럽 더 니	고 집 스 러 우 니 까	0.04571679582198461	0.8883574604988098	4
박 수 하 더 니	박 수 하 여 서	0.09766999006271362	0.7233123779296875	2
반 이 셔	반 <UNK> 이 셔	0.29706364472707114	0.540286660194397	6
떠 나 가 시 는	지 나 가 셔	0.024027118533849715	0.9286828637123108	4
나 겁 습 니 까	겁 납 니 까	0.1217432975769043	0.7299861311912537	3
달 오 래	달 <UNK> 니 까	0.057760281239946684	0.9392260313034058	8
는 데	<UNK> 으 시 니	0.06458600163459778	1.1462024450302124	10
부 착 되 셨 습 니 다	부 착 되 <UNK> 니 다	0.04430728895323617	0.6078177690505981	5
우 볐 어	우 비 셔	0.29442722400029503	0.5608776807785034	2
찬 칭 하 셨 는	칭 찬 하 신	0.04669111341238022	0.8749939799308777	5
올 라 가 다	올 라 가 자	0.13202309813350438	0.5812663435935974	1
삐 딱 하 시 는 데	삐 딱 하 셔	0.08045730174829563	0.7049117088317871	5
뽑 히 셨 습 니 다	뽑 히 <UNK> 니 다	0.07462922583023707	0.641002893447876	5
그 르 셨 습 니 다	<UNK> 렀 습 니 다	0.08371650775273641	0.5533653497695923	6
들 세 우 시 는 데	일 떠 세 우 시 니 까 - u s i n i k k a	0.01958399216334025	0.8460151553153992	23
와	오 셔 요	0.4782406157348305	1.0253437757492065	5
으 스 해 요	으 스 스 합 시 다	0.06571514643728733	0.7256847023963928	6
바 꾸 시 기	바 <UNK>	0.0775489691644907	0.9797341227531433	5
떼 세 요	떼 내 셔 요	0.2625113785266876	0.6968681216239929	3
두 르 러 요	둘 러 요	0.06573595106601715	0.9760884642601013	3
바 수	바 수 는	0.22961727306246757	1.0979586839675903	2
잦 었 어 요	잦 았 어 요	0.16321053579449654	0.5641247034072876	1
비 볐 음	비 <UNK>	0.2525362511475881	0.6869715452194214	5
날 다	<UNK> 으 셔 요	0.029526758193969726	1.301862359046936	10
후 근 하 시 는 데	후 줄 근 하 시 니	0.05081259521345297	0.8517730832099915	5
획 득 하 셨 기	획 득 하 셨 기	0.07071038812398911	0.5906228423118591	0
포 함 되 셨 습 니 다	포 함 되 <UNK> 니 다	0.05851927484784807	0.5817009210586548	5
미 워 하 시 는 데	미 워 하 시 니	0.03271415283282598	0.8513562083244324	3
안 기 어 요	안 기 어 요 - g y e o y o	0.08927822858095169	0.9642860889434814	14
겉 핥 으 실	핥 으 실	0.14863548129796983	0.7314606308937073	2
흘 렀 라	흘 러 나 와 라	0.06210853780309359	1.1567105054855347	5
습 상 하 시 는 데	상 하 시 니 까	0.017491749922434487	0.9688816070556641	4
넓 히 시 는 데	폭 넓 으 시 지 만	0.05127292370423674	0.9101287722587585	5
이 어 지 셨 습 니 까	이 어 지 <UNK> 니 까	0.06829642174499376	0.5757908821105957	5
납 치 되 셔	납 치 되 셔	0.19030873477458954	0.577920138835907	0
재 기 합 시 오	재 채 기 합 시 다	0.0820641016960144	0.7473633289337158	3
비 슷 되 시 는 데	비 <UNK> 되 시 는 데	0.058545586311568816	0.7704343795776367	5
미 어 지 셨 다	미 어 지 셨 다	0.1496135914325714	0.5361897945404053	0
떠 나 세 요	<UNK> 으 셔 요	0.03645868301391601	1.1796170473098755	7
뽑 히 시 는 데	뽑 히 셔 서	0.04838645488023758	0.9703419804573059	4
빼 치 었 어	빼 쳤 어	0.20219098627567292	0.6328489184379578	3
담 박 하 겠 습 니 다	담 박 하 시 겠 습 니 다	0.08373824570860182	0.4600224792957306	2
부 러 지 어 야	부 러 지 시 면	0.06435643434524536	0.7713272571563721	2
대 응 하 세 요	대 응 하 세 요	0.11828743040561676	0.5273645520210266	0
터 부 시 겠 어	터 부 시 되 시 겠 어	0.14760396540164947	0.4766722321510315	4
소 치 시 겠 어 요	소 리 치 시 겠 어 요	0.07331259349981943	0.6456736326217651	2
감 탄 하 세 요	감 탄 해 요	0.0964209732413292	0.6590653657913208	3
경 축 하 셨 는	경 축 하 신	0.052399226129055024	0.8835654258728027	3
요 한	요 하 는	0.49219184517860415	0.3911028504371643	3
답 답 하 는 데	답 하 니 까	0.02797114074230194	0.9835087060928345	4
거 대 하 셨 다	거 대 하 셨 다	0.18357972145080567	0.39241713285446167	0
반 항 하 시 는	<UNK> 반 하 시 니	0.030613280199468136	0.8178471922874451	7
는 데	<UNK> <UNK> 하 셔 야	0.050865674018859865	1.0529015064239502	16
지 내 셨 기	지 내 셨 음	0.11458488889038562	0.8804237842559814	1
떠 나 세 요	떠 도 세 요	0.12268017753958702	0.6988491415977478	1
챙 피 하 였 기	피 <UNK> 함	0.05724013786762953	0.8310223817825317	7
눈 떴	눈 뜨 신	0.4729755938053131	0.4495469331741333	3
항 의 하 세 요	항 의 하 세 요	0.07176277071237563	0.789627730846405	0
가 책 되 어	가 책 돼	0.2046002447605133	0.5179775953292847	3
지 으 셨 어 요	지 으 셨 어 요	0.11280460476875305	0.6526431441307068	0
연 습 니 까	연 이 으 <UNK> 시 오	0.0659953810274601	0.8741247057914734	11
회 의 하 시 는 데	득 의 양 양 하 셔 - y a n g h a s y e o	0.028969791531562806	0.8245007991790771	26
유 능 했 어	유 <UNK> 했 어	0.07963772639632224	0.8590278029441833	5
물 히 심	<UNK> 히 시 니 까	0.027126900355021157	1.1516684293746948	10
은	업 으 신	0.09395716786384582	1.3520797491073608	5
배 분 하 시 는 데	배 분 하 시 니	0.03535334666570027	0.8788154721260071	3
범 하 심	발 상 하 셔 서	0.022337702910105388	0.9378659725189209	6
떨 어 요	떨 어 뜨 려 요	0.13019897928461432	0.5323783755302429	4
본	내 몰 아	0.06808198690414428	1.295496940612793	5
구 토 하 셨 습 니 까	구 토 하 셨 습 니 까	0.14197818551744734	0.2858094573020935	0
날 하 시 는 데	날 <UNK> 하 신 데	0.12358711004257202	0.6966741681098938	7
연 습 하 셨 어 요	연 습 하 셨 어 요	0.09642998377482097	0.5544724464416504	0
내 몬 세 요	내 <UNK> 세 요	0.0835140261799097	0.7979593873023987	5
가 늘 어	가 려 워	0.07179188628991445	1.158215880393982	2
본	<UNK> 아 내 는	0.24274643659591674	1.9599292278289795	11
고 하 겠 습 니 다	고 하 시 겠 습 니 다	0.15928611954053243	0.34125518798828125	2
가 책 하 셨 기	가 책 하 셨 음	0.11833990573883056	0.5013492107391357	1
복 사 하 였 음	복 사 하 기	0.08770463824272155	0.6499217748641968	3
가 공 하 셔	가 공 하 셔	0.24718084931373596	0.36426880955696106	0
조 심 스 러 우 셨 습 니 다	조 심 스 러 우 <UNK> 니 다	0.0433465215894911	0.5013941526412964	5
꼬 는 데	<UNK> 아 서	0.054630601406097413	1.1864174604415894	7
신 청 해	신 <UNK> 하 기	0.06707348873217901	0.8092517852783203	8
낳 아	<UNK> 으 시 겠 어	0.035727018117904664	1.381657361984253	12
끊 으 면	끊 으 셔 야	0.0897823969523112	1.1824301481246948	3
뜻 했 는	<UNK> 기 하 신	0.03584607442220052	1.1122511625289917	9
울 리 셨 습 니 다	울 리 <UNK> 니 다	0.0721127728621165	0.6571794152259827	5
내 팽 개 치 세 요	내 팽 개 치 세 요	0.16355153520901997	0.3210715353488922	0
뽀 뽀 합 니 다	뽀 뽀 합 시 다	0.059732984900474545	0.7293928861618042	1
쉽 다	쉬 웠 다	0.2406555563211441	1.0825918912887573	3
반 영 하 세 요	반 영 하 셔 요	0.17850653648376466	0.4174131155014038	1
묶 했 다	난 치 했 다	0.030333930253982545	1.191001057624817	3
새 파 랗 시 는	새 파 랗 으 시 지 만	0.04781193464994431	0.743049144744873	5
근 무 하 겠 습 니 다	근 무 하 시 겠 습 니 다	0.1396401354244777	0.30107584595680237	2
권 투 하 시 는 데	권 투 하 셔	0.05425262749195099	0.7248265147209167	5
낭 비 되 지 만	낭 <UNK> 돼	0.043436795473098755	0.9072558283805847	6
참 으 어 요	참 되 어 요	0.12296585254371166	0.7553452253341675	1
감 박 하 셨 다	<UNK> 박 하 셨 다	0.016149821281433104	0.9537039995193481	5
